name,date,total_cases
West Virginia,2020-03-20,8
Wisconsin,2020-03-20,216
Nebraska,2020-03-20,53
Rhode Island,2020-03-20,44
Montana,2020-03-20,19
Missouri,2020-03-20,73
Mississippi,2020-03-20,80
Alaska,2020-03-20,14
Arizona,2020-03-20,70
Arkansas,2020-03-20,100
California,2020-03-20,1283
Colorado,2020-03-20,364
Connecticut,2020-03-20,194
Delaware,2020-03-20,39
District of Columbia,2020-03-20,77
Florida,2020-03-20,564
Georgia,2020-03-20,482
Guam,2020-03-20,14
Hawaii,2020-03-20,37
Alabama,2020-03-20,106
Illinois,2020-03-20,583
Indiana,2020-03-20,79
Iowa,2020-03-20,45
Kansas,2020-03-20,49
Kentucky,2020-03-20,63
Louisiana,2020-03-20,537
Maine,2020-03-20,57
Maryland,2020-03-20,150
Massachusetts,2020-03-20,413
Michigan,2020-03-20,548
Minnesota,2020-03-20,115
Idaho,2020-03-20,31
Pennsylvania,2020-03-21,388
Oregon,2020-03-21,137
Oklahoma,2020-03-21,53
Ohio,2020-03-21,247
New Hampshire,2020-03-21,65
North Carolina,2020-03-21,184
New York,2020-03-21,10356
New Mexico,2020-03-21,57
New Jersey,2020-03-21,1336
Puerto Rico,2020-03-21,21
North Dakota,2020-03-21,28
Rhode Island,2020-03-21,66
Vermont,2020-03-21,49
South Dakota,2020-03-21,14
Tennessee,2020-03-21,312
Texas,2020-03-21,547
Utah,2020-03-21,138
Virgin Islands,2020-03-21,6
Virginia,2020-03-21,152
Washington,2020-03-21,1655
West Virginia,2020-03-21,12
Wisconsin,2020-03-21,281
Wyoming,2020-03-21,24
Nevada,2020-03-21,165
South Carolina,2020-03-21,172
Nebraska,2020-03-21,61
Montana,2020-03-21,29
Alabama,2020-03-21,131
Alaska,2020-03-21,21
Arizona,2020-03-21,104
Arkansas,2020-03-21,118
California,2020-03-21,1544
Colorado,2020-03-21,475
Connecticut,2020-03-21,223
Delaware,2020-03-21,45
District of Columbia,2020-03-21,98
Florida,2020-03-21,764
Georgia,2020-03-21,552
Guam,2020-03-21,15
Hawaii,2020-03-21,48
Missouri,2020-03-21,93
Illinois,2020-03-21,751
Mississippi,2020-03-21,140
Minnesota,2020-03-21,138
Michigan,2020-03-21,787
Idaho,2020-03-21,42
Maryland,2020-03-21,195
Massachusetts,2020-03-21,525
Louisiana,2020-03-21,763
Kentucky,2020-03-21,84
Kansas,2020-03-21,57
Iowa,2020-03-21,68
Indiana,2020-03-21,126
Maine,2020-03-21,70
Oregon,2020-03-22,161
Oklahoma,2020-03-22,67
Ohio,2020-03-22,351
North Dakota,2020-03-22,30
Nevada,2020-03-22,190
New York,2020-03-22,15168
New Mexico,2020-03-22,65
New Jersey,2020-03-22,1914
New Hampshire,2020-03-22,78
Pennsylvania,2020-03-22,504
North Carolina,2020-03-22,269
Puerto Rico,2020-03-22,23
Vermont,2020-03-22,52
South Carolina,2020-03-22,194
South Dakota,2020-03-22,21
Tennessee,2020-03-22,424
Texas,2020-03-22,632
Utah,2020-03-22,182
Virgin Islands,2020-03-22,17
Virginia,2020-03-22,219
Washington,2020-03-22,1844
West Virginia,2020-03-22,16
Wisconsin,2020-03-22,382
Wyoming,2020-03-22,26
Nebraska,2020-03-22,62
Rhode Island,2020-03-22,83
Missouri,2020-03-22,130
Louisiana,2020-03-22,837
Mississippi,2020-03-22,207
Alabama,2020-03-22,157
Alaska,2020-03-22,22
Arizona,2020-03-22,153
Arkansas,2020-03-22,165
California,2020-03-22,1851
Colorado,2020-03-22,591
Connecticut,2020-03-22,327
Montana,2020-03-22,34
District of Columbia,2020-03-22,116
Florida,2020-03-22,1000
Georgia,2020-03-22,620
Guam,2020-03-22,27
Delaware,2020-03-22,56
Idaho,2020-03-22,47
Hawaii,2020-03-22,56
Michigan,2020-03-22,1033
Massachusetts,2020-03-22,646
Maryland,2020-03-22,245
Maine,2020-03-22,89
Minnesota,2020-03-22,171
Kentucky,2020-03-22,103
Kansas,2020-03-22,66
Iowa,2020-03-22,90
Indiana,2020-03-22,201
Illinois,2020-03-22,1047
Oregon,2020-03-23,191
Oklahoma,2020-03-23,81
Ohio,2020-03-23,444
North Dakota,2020-03-23,32
North Carolina,2020-03-23,303
New Mexico,2020-03-23,83
Pennsylvania,2020-03-23,644
New Jersey,2020-03-23,2844
New Hampshire,2020-03-23,101
Nevada,2020-03-23,265
New York,2020-03-23,20875
Puerto Rico,2020-03-23,31
Nebraska,2020-03-23,73
South Carolina,2020-03-23,299
South Dakota,2020-03-23,28
Tennessee,2020-03-23,522
Texas,2020-03-23,728
Utah,2020-03-23,257
Vermont,2020-03-23,75
Virgin Islands,2020-03-23,17
Virginia,2020-03-23,254
Washington,2020-03-23,2101
West Virginia,2020-03-23,16
Wisconsin,2020-03-23,418
Wyoming,2020-03-23,28
Rhode Island,2020-03-23,106
Montana,2020-03-23,45
Missouri,2020-03-23,183
Mississippi,2020-03-23,249
Alaska,2020-03-23,36
Arizona,2020-03-23,234
Arkansas,2020-03-23,201
California,2020-03-23,2240
Colorado,2020-03-23,721
Connecticut,2020-03-23,415
Delaware,2020-03-23,87
District of Columbia,2020-03-23,138
Florida,2020-03-23,1222
Georgia,2020-03-23,800
Guam,2020-03-23,29
Hawaii,2020-03-23,77
Alabama,2020-03-23,196
Illinois,2020-03-23,1285
Indiana,2020-03-23,259
Iowa,2020-03-23,105
Kansas,2020-03-23,82
Kentucky,2020-03-23,124
Louisiana,2020-03-23,1172
Maine,2020-03-23,107
Maryland,2020-03-23,290
Massachusetts,2020-03-23,777
Michigan,2020-03-23,1324
Minnesota,2020-03-23,235
Idaho,2020-03-23,50
Pennsylvania,2020-03-24,851
Oregon,2020-03-24,209
Oklahoma,2020-03-24,106
Ohio,2020-03-24,564
New Hampshire,2020-03-24,108
North Carolina,2020-03-24,399
New York,2020-03-24,25665
New Mexico,2020-03-24,100
New Jersey,2020-03-24,3675
Puerto Rico,2020-03-24,39
North Dakota,2020-03-24,36
Rhode Island,2020-03-24,124
Vermont,2020-03-24,95
South Dakota,2020-03-24,30
Tennessee,2020-03-24,679
Texas,2020-03-24,857
Utah,2020-03-24,298
Virgin Islands,2020-03-24,17
Virginia,2020-03-24,290
Washington,2020-03-24,2469
West Virginia,2020-03-24,39
Wisconsin,2020-03-24,481
Wyoming,2020-03-24,37
Nevada,2020-03-24,315
South Carolina,2020-03-24,342
Nebraska,2020-03-24,77
Montana,2020-03-24,51
Alabama,2020-03-24,242
Missouri,2020-03-24,255
Alaska,2020-03-24,42
Arizona,2020-03-24,326
Arkansas,2020-03-24,232
California,2020-03-24,2644
Colorado,2020-03-24,912
Connecticut,2020-03-24,618
District of Columbia,2020-03-24,183
Florida,2020-03-24,1467
Georgia,2020-03-24,1097
Guam,2020-03-24,32
Hawaii,2020-03-24,90
Delaware,2020-03-24,104
Illinois,2020-03-24,1535
Idaho,2020-03-24,73
Minnesota,2020-03-24,262
Michigan,2020-03-24,1791
Massachusetts,2020-03-24,1159
Maryland,2020-03-24,349
Maine,2020-03-24,118
Mississippi,2020-03-24,320
Kentucky,2020-03-24,157
Kansas,2020-03-24,99
Iowa,2020-03-24,124
Indiana,2020-03-24,366
Louisiana,2020-03-24,1388
Pennsylvania,2020-03-25,1151
Oregon,2020-03-25,266
Oklahoma,2020-03-25,164
Ohio,2020-03-25,706
North Dakota,2020-03-25,45
New Mexico,2020-03-25,112
New York,2020-03-25,33066
New Jersey,2020-03-25,4402
New Hampshire,2020-03-25,137
Nevada,2020-03-25,405
North Carolina,2020-03-25,563
Puerto Rico,2020-03-25,51
Nebraska,2020-03-25,84
South Carolina,2020-03-25,424
South Dakota,2020-03-25,41
Tennessee,2020-03-25,806
Texas,2020-03-25,1119
Utah,2020-03-25,346
Vermont,2020-03-25,123
Virgin Islands,2020-03-25,17
Virginia,2020-03-25,391
Washington,2020-03-25,2585
West Virginia,2020-03-25,51
Wisconsin,2020-03-25,623
Wyoming,2020-03-25,49
Rhode Island,2020-03-25,132
Montana,2020-03-25,65
Missouri,2020-03-25,377
Mississippi,2020-03-25,377
Alabama,2020-03-25,386
Alaska,2020-03-25,59
Arizona,2020-03-25,402
Arkansas,2020-03-25,308
California,2020-03-25,3183
Colorado,2020-03-25,1086
Connecticut,2020-03-25,875
District of Columbia,2020-03-25,231
Florida,2020-03-25,1965
Georgia,2020-03-25,1387
Guam,2020-03-25,32
Hawaii,2020-03-25,95
Delaware,2020-03-25,119
Illinois,2020-03-25,1875
Idaho,2020-03-25,123
Michigan,2020-03-25,2294
Massachusetts,2020-03-25,1838
Maryland,2020-03-25,423
Maine,2020-03-25,142
Minnesota,2020-03-25,287
Kentucky,2020-03-25,198
Kansas,2020-03-25,132
Iowa,2020-03-25,145
Indiana,2020-03-25,479
Louisiana,2020-03-25,1795
Oregon,2020-03-26,316
Oklahoma,2020-03-26,248
Ohio,2020-03-26,867
North Dakota,2020-03-26,58
North Carolina,2020-03-26,638
New Mexico,2020-03-26,136
New Jersey,2020-03-26,6876
New Hampshire,2020-03-26,158
Nevada,2020-03-26,535
Pennsylvania,2020-03-26,1690
New York,2020-03-26,38987
Puerto Rico,2020-03-26,64
Wyoming,2020-03-26,56
South Carolina,2020-03-26,456
South Dakota,2020-03-26,46
Tennessee,2020-03-26,981
Texas,2020-03-26,1543
Utah,2020-03-26,402
Vermont,2020-03-26,158
Virgin Islands,2020-03-26,17
Virginia,2020-03-26,604
Washington,2020-03-26,3208
West Virginia,2020-03-26,76
Wisconsin,2020-03-26,754
Nebraska,2020-03-26,92
Rhode Island,2020-03-26,165
Montana,2020-03-26,90
Missouri,2020-03-26,507
Mississippi,2020-03-26,487
Alaska,2020-03-26,69
Arizona,2020-03-26,508
Arkansas,2020-03-26,351
California,2020-03-26,4060
Colorado,2020-03-26,1432
Connecticut,2020-03-26,1012
Delaware,2020-03-26,143
District of Columbia,2020-03-26,267
Florida,2020-03-26,2477
Georgia,2020-03-26,1643
Guam,2020-03-26,49
Hawaii,2020-03-26,106
Alabama,2020-03-26,538
Illinois,2020-03-26,2538
Indiana,2020-03-26,656
Iowa,2020-03-26,179
Kansas,2020-03-26,171
Kentucky,2020-03-26,248
Louisiana,2020-03-26,2305
Maine,2020-03-26,155
Maryland,2020-03-26,581
Massachusetts,2020-03-26,2417
Michigan,2020-03-26,2878
Minnesota,2020-03-26,346
Idaho,2020-03-26,189
Oregon,2020-03-27,414
Oklahoma,2020-03-27,322
Ohio,2020-03-27,1144
North Dakota,2020-03-27,68
Nevada,2020-03-27,621
New York,2020-03-27,44635
New Mexico,2020-03-27,191
New Jersey,2020-03-27,8825
New Hampshire,2020-03-27,187
Pennsylvania,2020-03-27,2218
North Carolina,2020-03-27,783
Puerto Rico,2020-03-27,79
Utah,2020-03-27,480
South Carolina,2020-03-27,539
South Dakota,2020-03-27,58
Wyoming,2020-03-27,73
Texas,2020-03-27,1942
Vermont,2020-03-27,184
Virgin Islands,2020-03-27,19
Virginia,2020-03-27,606
Washington,2020-03-27,3770
West Virginia,2020-03-27,96
Wisconsin,2020-03-27,930
Nebraska,2020-03-27,100
Rhode Island,2020-03-27,203
Montana,2020-03-27,121
Tennessee,2020-03-27,1180
Mississippi,2020-03-27,579
Alabama,2020-03-27,639
Alaska,2020-03-27,85
Arizona,2020-03-27,665
Arkansas,2020-03-27,386
California,2020-03-27,4914
Colorado,2020-03-27,1735
Connecticut,2020-03-27,1291
Delaware,2020-03-27,165
District of Columbia,2020-03-27,304
Florida,2020-03-27,3198
Georgia,2020-03-27,2198
Guam,2020-03-27,53
Missouri,2020-03-27,671
Idaho,2020-03-27,231
Minnesota,2020-03-27,398
Michigan,2020-03-27,3657
Massachusetts,2020-03-27,3240
Hawaii,2020-03-27,120
Maine,2020-03-27,168
Maryland,2020-03-27,775
Kentucky,2020-03-27,302
Kansas,2020-03-27,212
Iowa,2020-03-27,235
Indiana,2020-03-27,982
Illinois,2020-03-27,3029
Louisiana,2020-03-27,2746
Oregon,2020-03-28,479
Oklahoma,2020-03-28,377
Ohio,2020-03-28,1406
Northern Mariana Islands,2020-03-28,2
New Hampshire,2020-03-28,214
North Carolina,2020-03-28,972
New York,2020-03-28,53363
New Mexico,2020-03-28,208
New Jersey,2020-03-28,11124
Pennsylvania,2020-03-28,2815
North Dakota,2020-03-28,94
Puerto Rico,2020-03-28,100
Vermont,2020-03-28,211
South Carolina,2020-03-28,660
South Dakota,2020-03-28,68
Tennessee,2020-03-28,1364
Texas,2020-03-28,2161
Utah,2020-03-28,608
Virgin Islands,2020-03-28,19
Virginia,2020-03-28,740
Washington,2020-03-28,4311
West Virginia,2020-03-28,113
Wisconsin,2020-03-28,1042
Wyoming,2020-03-28,84
Nevada,2020-03-28,738
Rhode Island,2020-03-28,239
Nebraska,2020-03-28,122
Montana,2020-03-28,147
Missouri,2020-03-28,838
Alaska,2020-03-28,102
Arizona,2020-03-28,773
Arkansas,2020-03-28,409
California,2020-03-28,5565
Colorado,2020-03-28,2061
Connecticut,2020-03-28,1524
Delaware,2020-03-28,214
District of Columbia,2020-03-28,342
Florida,2020-03-28,4038
Georgia,2020-03-28,2447
Guam,2020-03-28,57
Hawaii,2020-03-28,151
Alabama,2020-03-28,720
Illinois,2020-03-28,3547
Mississippi,2020-03-28,669
Minnesota,2020-03-28,441
Michigan,2020-03-28,4635
Idaho,2020-03-28,261
Maryland,2020-03-28,1066
Massachusetts,2020-03-28,4257
Louisiana,2020-03-28,3315
Kentucky,2020-03-28,394
Kansas,2020-03-28,271
Iowa,2020-03-28,298
Indiana,2020-03-28,1232
Maine,2020-03-28,211
Oregon,2020-03-29,548
Oklahoma,2020-03-29,429
Ohio,2020-03-29,1665
Northern Mariana Islands,2020-03-29,2
New Hampshire,2020-03-29,258
North Carolina,2020-03-29,1167
New York,2020-03-29,59568
New Mexico,2020-03-29,237
New Jersey,2020-03-29,13386
Pennsylvania,2020-03-29,3441
North Dakota,2020-03-29,98
Puerto Rico,2020-03-29,127
Vermont,2020-03-29,235
South Carolina,2020-03-29,774
South Dakota,2020-03-29,90
Tennessee,2020-03-29,1570
Texas,2020-03-29,2712
Utah,2020-03-29,719
Virgin Islands,2020-03-29,23
Virginia,2020-03-29,890
Washington,2020-03-29,4896
West Virginia,2020-03-29,124
Wisconsin,2020-03-29,1120
Wyoming,2020-03-29,87
Nevada,2020-03-29,920
Rhode Island,2020-03-29,294
Nebraska,2020-03-29,137
Montana,2020-03-29,161
Missouri,2020-03-29,903
Alaska,2020-03-29,114
Arizona,2020-03-29,929
Arkansas,2020-03-29,449
California,2020-03-29,6266
Colorado,2020-03-29,2315
Connecticut,2020-03-29,1993
Delaware,2020-03-29,232
District of Columbia,2020-03-29,342
Florida,2020-03-29,4942
Georgia,2020-03-29,2683
Guam,2020-03-29,58
Hawaii,2020-03-29,175
Alabama,2020-03-29,830
Illinois,2020-03-29,4613
Mississippi,2020-03-29,759
Minnesota,2020-03-29,504
Michigan,2020-03-29,5486
Idaho,2020-03-29,310
Maryland,2020-03-29,1244
Massachusetts,2020-03-29,4955
Louisiana,2020-03-29,3540
Kentucky,2020-03-29,439
Kansas,2020-03-29,332
Iowa,2020-03-29,336
Indiana,2020-03-29,1514
Maine,2020-03-29,253
Oregon,2020-03-30,606
Oklahoma,2020-03-30,481
Ohio,2020-03-30,1933
Northern Mariana Islands,2020-03-30,2
New Hampshire,2020-03-30,314
North Carolina,2020-03-30,1304
New York,2020-03-30,67174
New Mexico,2020-03-30,281
New Jersey,2020-03-30,16636
Pennsylvania,2020-03-30,4156
North Dakota,2020-03-30,109
Puerto Rico,2020-03-30,174
Vermont,2020-03-30,256
South Carolina,2020-03-30,925
South Dakota,2020-03-30,101
Tennessee,2020-03-30,1721
Texas,2020-03-30,3043
Utah,2020-03-30,806
Virgin Islands,2020-03-30,30
Virginia,2020-03-30,1021
Washington,2020-03-30,5179
West Virginia,2020-03-30,145
Wisconsin,2020-03-30,1267
Wyoming,2020-03-30,95
Nevada,2020-03-30,1044
Rhode Island,2020-03-30,408
Nebraska,2020-03-30,185
Montana,2020-03-30,177
Missouri,2020-03-30,1050
Alaska,2020-03-30,119
Arizona,2020-03-30,1169
Arkansas,2020-03-30,508
California,2020-03-30,7421
Colorado,2020-03-30,2628
Connecticut,2020-03-30,2571
Delaware,2020-03-30,264
District of Columbia,2020-03-30,495
Florida,2020-03-30,5694
Georgia,2020-03-30,3032
Guam,2020-03-30,60
Hawaii,2020-03-30,204
Alabama,2020-03-30,947
Illinois,2020-03-30,5070
Mississippi,2020-03-30,848
Minnesota,2020-03-30,576
Michigan,2020-03-30,6508
Idaho,2020-03-30,415
Maryland,2020-03-30,1414
Massachusetts,2020-03-30,5752
Louisiana,2020-03-30,4025
Kentucky,2020-03-30,480
Kansas,2020-03-30,373
Iowa,2020-03-30,424
Indiana,2020-03-30,1788
Maine,2020-03-30,275
Oklahoma,2020-03-31,566
Ohio,2020-03-31,2199
Northern Mariana Islands,2020-03-31,2
North Dakota,2020-03-31,126
Nevada,2020-03-31,1113
New York,2020-03-31,75832
New Mexico,2020-03-31,315
New Jersey,2020-03-31,18696
New Hampshire,2020-03-31,367
Oregon,2020-03-31,690
North Carolina,2020-03-31,1528
Pennsylvania,2020-03-31,4997
Utah,2020-03-31,887
Rhode Island,2020-03-31,488
South Carolina,2020-03-31,1083
South Dakota,2020-03-31,108
Tennessee,2020-03-31,2049
Texas,2020-03-31,3576
Vermont,2020-03-31,293
Virgin Islands,2020-03-31,30
Virginia,2020-03-31,1250
Washington,2020-03-31,5292
West Virginia,2020-03-31,162
Wisconsin,2020-03-31,1351
Nebraska,2020-03-31,193
Wyoming,2020-03-31,120
Montana,2020-03-31,198
Puerto Rico,2020-03-31,239
Mississippi,2020-03-31,937
Alabama,2020-03-31,999
Alaska,2020-03-31,133
Arizona,2020-03-31,1298
Arkansas,2020-03-31,564
California,2020-03-31,8582
Colorado,2020-03-31,2990
Connecticut,2020-03-31,3128
Delaware,2020-03-31,319
District of Columbia,2020-03-31,495
Florida,2020-03-31,6741
Georgia,2020-03-31,4117
Guam,2020-03-31,139
Missouri,2020-03-31,1351
Idaho,2020-03-31,526
Minnesota,2020-03-31,629
Michigan,2020-03-31,7630
Massachusetts,2020-03-31,6620
Hawaii,2020-03-31,224
Maine,2020-03-31,303
Maryland,2020-03-31,1662
Kentucky,2020-03-31,590
Kansas,2020-03-31,434
Iowa,2020-03-31,498
Indiana,2020-03-31,2159
Illinois,2020-03-31,5994
Louisiana,2020-03-31,5237
Oregon,2020-04-01,736
Oklahoma,2020-04-01,719
Ohio,2020-04-01,2547
Northern Mariana Islands,2020-04-01,6
New Hampshire,2020-04-01,415
North Carolina,2020-04-01,1582
New York,2020-04-01,83889
New Mexico,2020-04-01,363
New Jersey,2020-04-01,22255
Pennsylvania,2020-04-01,5805
North Dakota,2020-04-01,147
Puerto Rico,2020-04-01,286
Vermont,2020-04-01,321
South Carolina,2020-04-01,1293
South Dakota,2020-04-01,129
Tennessee,2020-04-01,2690
Texas,2020-04-01,4261
Utah,2020-04-01,1012
Virgin Islands,2020-04-01,30
Virginia,2020-04-01,1511
Washington,2020-04-01,5588
West Virginia,2020-04-01,191
Wisconsin,2020-04-01,1550
Wyoming,2020-04-01,137
Nevada,2020-04-01,1279
Rhode Island,2020-04-01,566
Nebraska,2020-04-01,249
Montana,2020-04-01,217
Missouri,2020-04-01,1581
Alaska,2020-04-01,143
Arizona,2020-04-01,1413
Arkansas,2020-04-01,624
California,2020-04-01,9816
Colorado,2020-04-01,3346
Connecticut,2020-04-01,3557
Delaware,2020-04-01,368
District of Columbia,2020-04-01,586
Florida,2020-04-01,7765
Georgia,2020-04-01,4748
Guam,2020-04-01,147
Hawaii,2020-04-01,258
Alabama,2020-04-01,1106
Illinois,2020-04-01,6980
Mississippi,2020-04-01,1073
Minnesota,2020-04-01,689
Michigan,2020-04-01,9293
Idaho,2020-04-01,669
Maryland,2020-04-01,1985
Massachusetts,2020-04-01,7738
Louisiana,2020-04-01,6424
Kentucky,2020-04-01,682
Kansas,2020-04-01,488
Iowa,2020-04-01,549
Indiana,2020-04-01,2565
Maine,2020-04-01,344
Oklahoma,2020-04-02,879
Ohio,2020-04-02,2902
Northern Mariana Islands,2020-04-02,8
North Dakota,2020-04-02,159
Nevada,2020-04-02,1458
New York,2020-04-02,92770
New Mexico,2020-04-02,403
New Jersey,2020-04-02,25590
New Hampshire,2020-04-02,479
Oregon,2020-04-02,826
North Carolina,2020-04-02,1857
Pennsylvania,2020-04-02,7016
Utah,2020-04-02,1074
Rhode Island,2020-04-02,657
South Carolina,2020-04-02,1554
South Dakota,2020-04-02,165
Tennessee,2020-04-02,2869
Texas,2020-04-02,4880
Vermont,2020-04-02,338
Virgin Islands,2020-04-02,37
Virginia,2020-04-02,1706
Washington,2020-04-02,6585
West Virginia,2020-04-02,217
Wisconsin,2020-04-02,1730
Nebraska,2020-04-02,273
Wyoming,2020-04-02,153
Montana,2020-04-02,241
Puerto Rico,2020-04-02,316
Mississippi,2020-04-02,1177
Alabama,2020-04-02,1270
Alaska,2020-04-02,146
Arizona,2020-04-02,1600
Arkansas,2020-04-02,683
California,2020-04-02,10995
Colorado,2020-04-02,3728
Delaware,2020-04-02,393
District of Columbia,2020-04-02,653
Florida,2020-04-02,9000
Georgia,2020-04-02,5444
Guam,2020-04-02,152
Hawaii,2020-04-02,283
Connecticut,2020-04-02,3824
Illinois,2020-04-02,7695
Idaho,2020-04-02,891
Minnesota,2020-04-02,742
Michigan,2020-04-02,10791
Massachusetts,2020-04-02,8966
Maryland,2020-04-02,2331
Maine,2020-04-02,376
Missouri,2020-04-02,1834
Kentucky,2020-04-02,755
Kansas,2020-04-02,554
Iowa,2020-04-02,614
Indiana,2020-04-02,3039
Louisiana,2020-04-02,9150
Pennsylvania,2020-04-03,8420
Oregon,2020-04-03,899
Oklahoma,2020-04-03,988
Ohio,2020-04-03,3312
Northern Mariana Islands,2020-04-03,8
New York,2020-04-03,102870
North Carolina,2020-04-03,2093
New Mexico,2020-04-03,495
New Jersey,2020-04-03,29895
New Hampshire,2020-04-03,540
North Dakota,2020-04-03,173
Nevada,2020-04-03,1549
Wyoming,2020-04-03,166
South Carolina,2020-04-03,1700
South Dakota,2020-04-03,187
Tennessee,2020-04-03,2913
Texas,2020-04-03,5669
Utah,2020-04-03,1260
Vermont,2020-04-03,389
Virgin Islands,2020-04-03,38
Virginia,2020-04-03,2012
Washington,2020-04-03,6966
West Virginia,2020-04-03,242
Wisconsin,2020-04-03,1916
Nebraska,2020-04-03,296
Rhode Island,2020-04-03,711
Montana,2020-04-03,262
Puerto Rico,2020-04-03,378
Mississippi,2020-04-03,1358
Alabama,2020-04-03,1535
Alaska,2020-04-03,156
Arizona,2020-04-03,1769
Arkansas,2020-04-03,738
California,2020-04-03,12569
Colorado,2020-04-03,4182
Connecticut,2020-04-03,4915
Missouri,2020-04-03,2113
District of Columbia,2020-04-03,757
Florida,2020-04-03,10260
Georgia,2020-04-03,5967
Guam,2020-04-03,154
Delaware,2020-04-03,450
Idaho,2020-04-03,1013
Hawaii,2020-04-03,317
Michigan,2020-04-03,12670
Massachusetts,2020-04-03,10402
Maryland,2020-04-03,2758
Maine,2020-04-03,432
Minnesota,2020-04-03,789
Kentucky,2020-04-03,770
Kansas,2020-04-03,624
Iowa,2020-04-03,699
Indiana,2020-04-03,3437
Illinois,2020-04-03,8904
Louisiana,2020-04-03,10297
Oklahoma,2020-04-04,1159
Ohio,2020-04-04,3739
Northern Mariana Islands,2020-04-04,8
North Dakota,2020-04-04,186
New Mexico,2020-04-04,543
New York,2020-04-04,114996
New Jersey,2020-04-04,34124
New Hampshire,2020-04-04,621
Nevada,2020-04-04,1758
North Carolina,2020-04-04,2402
Oregon,2020-04-04,999
West Virginia,2020-04-04,282
Puerto Rico,2020-04-04,452
Rhode Island,2020-04-04,806
South Carolina,2020-04-04,1917
South Dakota,2020-04-04,212
Tennessee,2020-04-04,3265
Texas,2020-04-04,6566
Utah,2020-04-04,1428
Vermont,2020-04-04,461
Virgin Islands,2020-04-04,42
Virginia,2020-04-04,2407
Washington,2020-04-04,7498
Nebraska,2020-04-04,339
Pennsylvania,2020-04-04,10109
Montana,2020-04-04,281
Idaho,2020-04-04,1077
Mississippi,2020-04-04,1455
Wisconsin,2020-04-04,2112
Alabama,2020-04-04,1633
Alaska,2020-04-04,169
Arizona,2020-04-04,2019
Arkansas,2020-04-04,743
California,2020-04-04,13796
Colorado,2020-04-04,4574
Connecticut,2020-04-04,5276
Delaware,2020-04-04,593
District of Columbia,2020-04-04,902
Florida,2020-04-04,11537
Georgia,2020-04-04,6383
Guam,2020-04-04,223
Hawaii,2020-04-04,349
Illinois,2020-04-04,10357
Indiana,2020-04-04,3953
Iowa,2020-04-04,786
Kansas,2020-04-04,701
Kentucky,2020-04-04,917
Louisiana,2020-04-04,12496
Maine,2020-04-04,456
Maryland,2020-04-04,3125
Massachusetts,2020-04-04,11736
Michigan,2020-04-04,14225
Minnesota,2020-04-04,865
Missouri,2020-04-04,2291
Wyoming,2020-04-04,187
